date_time,matchday,home_team,home_score,guest_score,guest_team,season
2013-03-02T15:30:00,24,VfL Wolfsburg,1,4,FC Schalke 04,2012
2013-03-02T15:30:00,24,Werder Bremen,0,1,FC Augsburg,2012
2013-03-02T15:30:00,24,1. FC Nürnberg,1,1,SC Freiburg,2012
2013-03-02T15:30:00,24,Hamburger SV,1,1,SpVgg Greuther Fürth,2012
2013-03-02T18:30:00,24,Bayer Leverkusen,2,1,VfB Stuttgart,2012
2013-03-03T15:30:00,24,TSG 1899 Hoffenheim,0,1,FC Bayern München,2012
2013-03-03T17:30:00,24,Fortuna Düsseldorf,1,1,1. FSV Mainz 05,2012
2013-03-08T20:30:00,25,FC Augsburg,1,2,1. FC Nürnberg,2012
2013-03-09T15:30:00,25,1. FSV Mainz 05,1,0,Bayer Leverkusen,2012
2013-03-09T15:30:00,25,SC Freiburg,2,5,VfL Wolfsburg,2012
2013-03-09T15:30:00,25,SpVgg Greuther Fürth,0,3,TSG 1899 Hoffenheim,2012
2013-03-09T15:30:00,25,FC Schalke 04,2,1,BV Borussia Dortmund 09,2012
2013-03-09T15:30:00,25,FC Bayern München,3,2,Fortuna Düsseldorf,2012
2013-03-09T18:30:00,25,Borussia Mönchengladbach,1,1,Werder Bremen,2012
2013-03-10T15:30:00,25,Hannover 96,0,0,Eintracht Frankfurt,2012
2013-03-10T17:30:00,25,VfB Stuttgart,0,1,Hamburger SV,2012
2013-03-15T20:30:00,26,VfL Wolfsburg,1,1,Fortuna Düsseldorf,2012
2013-03-16T15:30:00,26,1. FC Nürnberg,3,0,FC Schalke 04,2012
2013-03-16T15:30:00,26,BV Borussia Dortmund 09,5,1,SC Freiburg,2012
2013-03-16T15:30:00,26,TSG 1899 Hoffenheim,0,0,1. FSV Mainz 05,2012
2013-03-16T15:30:00,26,Hamburger SV,0,1,FC Augsburg,2012
2013-03-16T15:30:00,26,Werder Bremen,2,2,SpVgg Greuther Fürth,2012
2013-03-16T18:30:00,26,Bayer Leverkusen,1,2,FC Bayern München,2012
2013-03-17T15:30:00,26,Eintracht Frankfurt,1,2,VfB Stuttgart,2012
2013-03-17T17:30:00,26,Borussia Mönchengladbach,1,0,Hannover 96,2012
2013-03-30T15:30:00,27,VfB Stuttgart,1,2,BV Borussia Dortmund 09,2012
2013-03-30T15:30:00,27,SC Freiburg,2,0,Borussia Mönchengladbach,2012
2013-03-30T15:30:00,27,Fortuna Düsseldorf,1,4,Bayer Leverkusen,2012
2013-03-30T15:30:00,27,FC Augsburg,0,2,Hannover 96,2012
2013-03-30T15:30:00,27,1. FSV Mainz 05,1,1,Werder Bremen,2012
2013-03-30T15:30:00,27,FC Schalke 04,3,0,TSG 1899 Hoffenheim,2012
2013-03-30T18:30:00,27,FC Bayern München,9,2,Hamburger SV,2012
2013-03-31T15:30:00,27,VfL Wolfsburg,2,2,1. FC Nürnberg,2012
2013-03-31T17:30:00,27,SpVgg Greuther Fürth,2,3,Eintracht Frankfurt,2012
2013-04-05T20:30:00,28,TSG 1899 Hoffenheim,3,0,Fortuna Düsseldorf,2012
2013-04-06T15:30:00,28,BV Borussia Dortmund 09,4,2,FC Augsburg,2012
2013-04-06T15:30:00,28,Borussia Mönchengladbach,1,0,SpVgg Greuther Fürth,2012
2013-04-06T15:30:00,28,Eintracht Frankfurt,0,1,FC Bayern München,2012
2013-04-06T15:30:00,28,Werder Bremen,0,2,FC Schalke 04,2012
2013-04-06T15:30:00,28,Bayer Leverkusen,1,1,VfL Wolfsburg,2012
2013-04-06T18:30:00,28,Hamburger SV,0,1,SC Freiburg,2012
2013-04-07T15:30:00,28,1. FC Nürnberg,2,1,1. FSV Mainz 05,2012
2013-04-07T17:30:00,28,Hannover 96,0,0,VfB Stuttgart,2012
2013-04-12T20:30:00,29,SC Freiburg,3,1,Hannover 96,2012
2013-04-13T15:30:00,29,FC Bayern München,4,0,1. FC Nürnberg,2012
2013-04-13T15:30:00,29,VfL Wolfsburg,2,2,TSG 1899 Hoffenheim,2012
2013-04-13T15:30:00,29,1. FSV Mainz 05,1,2,Hamburger SV,2012
2013-04-13T15:30:00,29,SpVgg Greuther Fürth,1,6,BV Borussia Dortmund 09,2012
2013-04-13T15:30:00,29,Fortuna Düsseldorf,2,2,Werder Bremen,2012
2013-04-13T18:30:00,29,FC Schalke 04,2,2,Bayer Leverkusen,2012
2013-04-14T15:30:00,29,VfB Stuttgart,2,0,Borussia Mönchengladbach,2012
2013-04-14T17:30:00,29,FC Augsburg,2,0,Eintracht Frankfurt,2012
2013-04-19T20:30:00,30,Borussia Mönchengladbach,1,0,FC Augsburg,2012
2013-04-20T15:30:00,30,BV Borussia Dortmund 09,2,0,1. FSV Mainz 05,2012
2013-04-20T15:30:00,30,Hannover 96,1,6,FC Bayern München,2012
2013-04-20T15:30:00,30,Hamburger SV,2,1,Fortuna Düsseldorf,2012
2013-04-20T15:30:00,30,Eintracht Frankfurt,1,0,FC Schalke 04,2012
2013-04-20T15:30:00,30,Bayer Leverkusen,5,0,TSG 1899 Hoffenheim,2012
2013-04-20T18:30:00,30,Werder Bremen,0,3,VfL Wolfsburg,2012
2013-04-21T15:30:00,30,VfB Stuttgart,2,1,SC Freiburg,2012
2013-04-21T17:30:00,30,1. FC Nürnberg,0,1,SpVgg Greuther Fürth,2012
2013-04-26T20:30:00,31,SpVgg Greuther Fürth,2,3,Hannover 96,2012
2013-04-27T15:30:00,31,Bayer Leverkusen,1,0,Werder Bremen,2012
2013-04-27T15:30:00,31,TSG 1899 Hoffenheim,2,1,1. FC Nürnberg,2012
2013-04-27T15:30:00,31,FC Bayern München,1,0,SC Freiburg,2012
2013-04-27T15:30:00,31,VfL Wolfsburg,3,1,Borussia Mönchengladbach,2012
2013-04-27T15:30:00,31,FC Augsburg,3,0,VfB Stuttgart,2012
2013-04-27T18:30:00,31,Fortuna Düsseldorf,1,2,BV Borussia Dortmund 09,2012
2013-04-28T15:30:00,31,1. FSV Mainz 05,0,0,Eintracht Frankfurt,2012
2013-04-28T17:30:00,31,FC Schalke 04,4,1,Hamburger SV,2012
2013-05-03T20:30:00,32,Borussia Mönchengladbach,0,1,FC Schalke 04,2012
2013-05-04T15:30:00,32,1. FC Nürnberg,0,2,Bayer Leverkusen,2012
2013-05-04T15:30:00,32,Werder Bremen,2,2,TSG 1899 Hoffenheim,2012
2013-05-04T15:30:00,32,Hannover 96,2,2,1. FSV Mainz 05,2012
2013-05-04T15:30:00,32,VfB Stuttgart,0,2,SpVgg Greuther Fürth,2012
2013-05-04T15:30:00,32,Eintracht Frankfurt,3,1,Fortuna Düsseldorf,2012
2013-05-04T18:30:00,32,BV Borussia Dortmund 09,1,1,FC Bayern München,2012
2013-05-05T15:30:00,32,SC Freiburg,2,0,FC Augsburg,2012
2013-05-05T17:30:00,32,Hamburger SV,1,1,VfL Wolfsburg,2012
2013-05-11T15:30:00,33,1. FSV Mainz 05,2,4,Borussia Mönchengladbach,2012
2013-05-11T15:30:00,33,FC Schalke 04,1,2,VfB Stuttgart,2012
2013-05-11T15:30:00,33,Bayer Leverkusen,3,1,Hannover 96,2012
2013-05-11T15:30:00,33,Fortuna Düsseldorf,1,2,1. FC Nürnberg,2012
2013-05-11T15:30:00,33,SpVgg Greuther Fürth,1,2,SC Freiburg,2012
2013-05-11T15:30:00,33,FC Bayern München,3,0,FC Augsburg,2012
2013-05-11T15:30:00,33,TSG 1899 Hoffenheim,1,4,Hamburger SV,2012
2013-05-11T15:30:00,33,VfL Wolfsburg,3,3,BV Borussia Dortmund 09,2012
2013-05-11T15:30:00,33,Werder Bremen,1,1,Eintracht Frankfurt,2012
2013-05-18T15:30:00,34,Borussia Mönchengladbach,3,4,FC Bayern München,2012
2013-05-18T15:30:00,34,Hannover 96,3,0,Fortuna Düsseldorf,2012
2013-05-18T15:30:00,34,SC Freiburg,1,2,FC Schalke 04,2012
2013-05-18T15:30:00,34,Hamburger SV,0,1,Bayer Leverkusen,2012
2013-05-18T15:30:00,34,Eintracht Frankfurt,2,2,VfL Wolfsburg,2012
2013-05-18T15:30:00,34,1. FC Nürnberg,3,2,Werder Bremen,2012
2013-05-18T15:30:00,34,BV Borussia Dortmund 09,1,2,TSG 1899 Hoffenheim,2012
2013-05-18T15:30:00,34,VfB Stuttgart,2,2,1. FSV Mainz 05,2012
2013-05-18T15:30:00,34,FC Augsburg,3,1,SpVgg Greuther Fürth,2012
2013-08-09T20:30:00,1,FC Bayern München,3,1,Borussia Mönchengladbach,2013
2013-08-10T15:30:00,1,Bayer Leverkusen,3,1,SC Freiburg,2013
2013-08-10T15:30:00,1,Hannover 96,2,0,VfL Wolfsburg,2013
2013-08-10T15:30:00,1,TSG 1899 Hoffenheim,2,2,1. FC Nürnberg,2013
2013-08-10T15:30:00,1,FC Augsburg,0,4,BV Borussia Dortmund 09,2013
2013-08-10T15:30:00,1,Hertha BSC,6,1,Eintracht Frankfurt,2013
2013-08-10T18:30:00,1,Eintracht Braunschweig,0,1,Werder Bremen,2013
2013-08-11T15:30:00,1,1. FSV Mainz 05,3,2,VfB Stuttgart,2013
2013-08-11T17:30:00,1,FC Schalke 04,3,3,Hamburger SV,2013
2013-08-17T15:30:00,2,VfB Stuttgart,0,1,Bayer Leverkusen,2013
2013-08-17T15:30:00,2,VfL Wolfsburg,4,0,FC Schalke 04,2013
2013-08-17T15:30:00,2,Werder Bremen,1,0,FC Augsburg,2013
2013-08-17T15:30:00,2,SC Freiburg,1,2,1. FSV Mainz 05,2013
2013-08-17T15:30:00,2,Hamburger SV,1,5,TSG 1899 Hoffenheim,2013
2013-08-17T15:30:00,2,Eintracht Frankfurt,0,1,FC Bayern München,2013
2013-08-17T18:30:00,2,Borussia Mönchengladbach,3,0,Hannover 96,2013
2013-08-18T15:30:00,2,1. FC Nürnberg,2,2,Hertha BSC,2013
2013-08-18T17:30:00,2,BV Borussia Dortmund 09,2,1,Eintracht Braunschweig,2013
2013-08-23T20:30:00,3,BV Borussia Dortmund 09,1,0,Werder Bremen,2013
2013-08-24T15:30:00,3,FC Bayern München,2,0,1. FC Nürnberg,2013
2013-08-24T15:30:00,3,Bayer Leverkusen,4,2,Borussia Mönchengladbach,2013
2013-08-24T15:30:00,3,Hannover 96,2,1,FC Schalke 04,2013
2013-08-24T15:30:00,3,TSG 1899 Hoffenheim,3,3,SC Freiburg,2013
2013-08-24T15:30:00,3,1. FSV Mainz 05,2,0,VfL Wolfsburg,2013
2013-08-24T18:30:00,3,Hertha BSC,1,0,Hamburger SV,2013
2013-08-25T15:30:00,3,Eintracht Braunschweig,0,2,Eintracht Frankfurt,2013
2013-08-25T17:30:00,3,FC Augsburg,2,1,VfB Stuttgart,2013
2013-08-27T18:30:00,4,SC Freiburg,1,1,FC Bayern München,2013
2013-08-31T15:30:00,4,Borussia Mönchengladbach,4,1,Werder Bremen,2013
2013-08-31T15:30:00,4,Hannover 96,4,1,1. FSV Mainz 05,2013
2013-08-31T15:30:00,4,VfL Wolfsburg,2,0,Hertha BSC,2013
2013-08-31T15:30:00,4,1. FC Nürnberg,0,1,FC Augsburg,2013
2013-08-31T15:30:00,4,Hamburger SV,4,0,Eintracht Braunschweig,2013
2013-08-31T18:30:00,4,FC Schalke 04,2,0,Bayer Leverkusen,2013
2013-09-01T15:30:00,4,VfB Stuttgart,6,2,TSG 1899 Hoffenheim,2013
2013-09-01T17:30:00,4,Eintracht Frankfurt,1,2,BV Borussia Dortmund 09,2013
2013-09-13T20:30:00,5,Hertha BSC,0,1,VfB Stuttgart,2013
2013-09-14T15:30:00,5,FC Bayern München,2,0,Hannover 96,2013
2013-09-14T15:30:00,5,Bayer Leverkusen,3,1,VfL Wolfsburg,2013
2013-09-14T15:30:00,5,Werder Bremen,0,3,Eintracht Frankfurt,2013
2013-09-14T15:30:00,5,1. FSV Mainz 05,0,1,FC Schalke 04,2013
2013-09-14T15:30:00,5,FC Augsburg,2,1,SC Freiburg,2013
2013-09-14T18:30:00,5,BV Borussia Dortmund 09,6,2,Hamburger SV,2013
2013-09-15T15:30:00,5,TSG 1899 Hoffenheim,2,1,Borussia Mönchengladbach,2013
2013-09-15T17:30:00,5,Eintracht Braunschweig,1,1,1. FC Nürnberg,2013
2013-09-20T20:30:00,6,Borussia Mönchengladbach,4,1,Eintracht Braunschweig,2013
2013-09-21T15:30:00,6,Hannover 96,2,1,FC Augsburg,2013
2013-09-21T15:30:00,6,VfL Wolfsburg,2,1,TSG 1899 Hoffenheim,2013
2013-09-21T15:30:00,6,1. FC Nürnberg,1,1,BV Borussia Dortmund 09,2013
2013-09-21T15:30:00,6,1. FSV Mainz 05,1,4,Bayer Leverkusen,2013
2013-09-21T15:30:00,6,Hamburger SV,0,2,Werder Bremen,2013
2013-09-21T18:30:00,6,FC Schalke 04,0,4,FC Bayern München,2013
2013-09-22T15:30:00,6,SC Freiburg,1,1,Hertha BSC,2013
2013-09-22T17:30:00,6,VfB Stuttgart,1,1,Eintracht Frankfurt,2013
2013-09-27T20:30:00,7,FC Augsburg,2,2,Borussia Mönchengladbach,2013
2013-09-28T15:30:00,7,BV Borussia Dortmund 09,5,0,SC Freiburg,2013
2013-09-28T15:30:00,7,FC Bayern München,1,0,VfL Wolfsburg,2013
2013-09-28T15:30:00,7,Bayer Leverkusen,2,0,Hannover 96,2013
2013-09-28T15:30:00,7,TSG 1899 Hoffenheim,3,3,FC Schalke 04,2013
2013-09-28T15:30:00,7,Hertha BSC,3,1,1. FSV Mainz 05,2013
2013-09-28T18:30:00,7,Eintracht Frankfurt,2,2,Hamburger SV,2013
2013-09-29T15:30:00,7,Werder Bremen,3,3,1. FC Nürnberg,2013
2013-09-29T17:30:00,7,Eintracht Braunschweig,0,4,VfB Stuttgart,2013
2013-10-04T20:30:00,8,Hannover 96,1,1,Hertha BSC,2013
2013-10-05T15:30:00,8,FC Schalke 04,4,1,FC Augsburg,2013
2013-10-05T15:30:00,8,Borussia Mönchengladbach,2,0,BV Borussia Dortmund 09,2013
2013-10-05T15:30:00,8,VfB Stuttgart,1,1,Werder Bremen,2013
2013-10-05T15:30:00,8,VfL Wolfsburg,0,2,Eintracht Braunschweig,2013
2013-10-05T15:30:00,8,1. FSV Mainz 05,2,2,TSG 1899 Hoffenheim,2013
2013-10-05T18:30:00,8,Bayer Leverkusen,1,1,FC Bayern München,2013
2013-10-06T15:30:00,8,1. FC Nürnberg,0,5,Hamburger SV,2013
2013-10-06T17:30:00,8,SC Freiburg,1,1,Eintracht Frankfurt,2013
2013-10-18T20:30:00,9,TSG 1899 Hoffenheim,1,2,Bayer Leverkusen,2013
2013-10-19T15:30:00,9,BV Borussia Dortmund 09,1,0,Hannover 96,2013
2013-10-19T15:30:00,9,FC Bayern München,4,1,1. FSV Mainz 05,2013
2013-10-19T15:30:00,9,Werder Bremen,0,0,SC Freiburg,2013
2013-10-19T15:30:00,9,Eintracht Braunschweig,2,3,FC Schalke 04,2013
2013-10-19T15:30:00,9,Eintracht Frankfurt,1,1,1. FC Nürnberg,2013
2013-10-19T18:30:00,9,Hertha BSC,1,0,Borussia Mönchengladbach,2013
2013-10-20T15:30:00,9,Hamburger SV,3,3,VfB Stuttgart,2013
2013-10-20T17:30:00,9,FC Augsburg,1,2,VfL Wolfsburg,2013
2013-10-25T20:30:00,10,VfB Stuttgart,1,1,1. FC Nürnberg,2013
2013-10-26T15:30:00,10,FC Bayern München,3,2,Hertha BSC,2013
2013-10-26T15:30:00,10,FC Schalke 04,1,3,BV Borussia Dortmund 09,2013
2013-10-26T15:30:00,10,Bayer Leverkusen,2,1,FC Augsburg,2013
2013-10-26T15:30:00,10,Hannover 96,1,4,TSG 1899 Hoffenheim,2013
2013-10-26T15:30:00,10,1. FSV Mainz 05,2,0,Eintracht Braunschweig,2013
2013-10-26T18:30:00,10,VfL Wolfsburg,3,0,Werder Bremen,2013
2013-10-27T15:30:00,10,SC Freiburg,0,3,Hamburger SV,2013
2013-10-27T17:30:00,10,Borussia Mönchengladbach,4,1,Eintracht Frankfurt,2013
2013-11-01T20:30:00,11,BV Borussia Dortmund 09,6,1,VfB Stuttgart,2013
2013-11-02T15:30:00,11,1. FC Nürnberg,0,3,SC Freiburg,2013
2013-11-02T15:30:00,11,TSG 1899 Hoffenheim,1,2,FC Bayern München,2013
2013-11-02T15:30:00,11,Hamburger SV,0,2,Borussia Mönchengladbach,2013
2013-11-02T15:30:00,11,Eintracht Braunschweig,1,0,Bayer Leverkusen,2013
2013-11-02T15:30:00,11,Hertha BSC,0,2,FC Schalke 04,2013
2013-11-02T18:30:00,11,Eintracht Frankfurt,1,2,VfL Wolfsburg,2013
2013-11-03T15:30:00,11,FC Augsburg,2,1,1. FSV Mainz 05,2013
2013-11-03T17:30:00,11,Werder Bremen,3,2,Hannover 96,2013
2013-11-08T20:30:00,12,Hannover 96,0,0,Eintracht Braunschweig,2013
2013-11-09T15:30:00,12,FC Bayern München,3,0,FC Augsburg,2013
2013-11-09T15:30:00,12,FC Schalke 04,3,1,Werder Bremen,2013
2013-11-09T15:30:00,12,Bayer Leverkusen,5,3,Hamburger SV,2013
2013-11-09T15:30:00,12,VfL Wolfsburg,2,1,BV Borussia Dortmund 09,2013
2013-11-09T15:30:00,12,TSG 1899 Hoffenheim,2,3,Hertha BSC,2013
2013-11-09T18:30:00,12,Borussia Mönchengladbach,3,1,1. FC Nürnberg,2013
2013-11-10T15:30:00,12,1. FSV Mainz 05,1,0,Eintracht Frankfurt,2013
2013-11-10T17:30:00,12,SC Freiburg,1,3,VfB Stuttgart,2013
2013-11-22T20:30:00,13,VfB Stuttgart,0,2,Borussia Mönchengladbach,2013
2013-11-23T15:30:00,13,1. FC Nürnberg,1,1,VfL Wolfsburg,2013
2013-11-23T15:30:00,13,FC Augsburg,2,0,TSG 1899 Hoffenheim,2013
2013-11-23T15:30:00,13,Eintracht Braunschweig,0,1,SC Freiburg,2013
2013-11-23T15:30:00,13,Eintracht Frankfurt,3,3,FC Schalke 04,2013
2013-11-23T15:30:00,13,Hertha BSC,0,1,Bayer Leverkusen,2013
2013-11-23T18:30:00,13,BV Borussia Dortmund 09,0,3,FC Bayern München,2013
2013-11-24T15:30:00,13,Hamburger SV,3,1,Hannover 96,2013
2013-11-24T17:30:00,13,Werder Bremen,2,3,1. FSV Mainz 05,2013
2013-11-29T20:30:00,14,VfL Wolfsburg,1,1,Hamburger SV,2013
2013-11-30T15:30:00,14,FC Bayern München,2,0,Eintracht Braunschweig,2013
2013-11-30T15:30:00,14,Bayer Leverkusen,3,0,1. FC Nürnberg,2013
2013-11-30T15:30:00,14,TSG 1899 Hoffenheim,4,4,Werder Bremen,2013
2013-11-30T15:30:00,14,1. FSV Mainz 05,1,3,BV Borussia Dortmund 09,2013
2013-11-30T15:30:00,14,Hertha BSC,0,0,FC Augsburg,2013
2013-11-30T18:30:00,14,FC Schalke 04,3,0,VfB Stuttgart,2013
2013-12-01T15:30:00,14,Hannover 96,2,0,Eintracht Frankfurt,2013
2013-12-01T17:30:00,14,Borussia Mönchengladbach,1,0,SC Freiburg,2013
2013-12-06T20:30:00,15,1. FC Nürnberg,1,1,1. FSV Mainz 05,2013
2013-12-07T15:30:00,15,Borussia Mönchengladbach,2,1,FC Schalke 04,2013
2013-12-07T15:30:00,15,VfB Stuttgart,4,2,Hannover 96,2013
2013-12-07T15:30:00,15,Werder Bremen,0,7,FC Bayern München,2013
2013-12-07T15:30:00,15,Hamburger SV,0,1,FC Augsburg,2013
2013-12-07T15:30:00,15,Eintracht Frankfurt,1,2,TSG 1899 Hoffenheim,2013
2013-12-07T18:30:00,15,BV Borussia Dortmund 09,0,1,Bayer Leverkusen,2013
2013-12-08T15:30:00,15,SC Freiburg,0,3,VfL Wolfsburg,2013
2013-12-08T17:30:00,15,Eintracht Braunschweig,0,2,Hertha BSC,2013
2013-12-13T20:30:00,16,Hertha BSC,3,2,Werder Bremen,2013
2013-12-14T15:30:00,16,FC Bayern München,3,1,Hamburger SV,2013
2013-12-14T15:30:00,16,Hannover 96,3,3,1. FC Nürnberg,2013
2013-12-14T15:30:00,16,TSG 1899 Hoffenheim,2,2,BV Borussia Dortmund 09,2013
2013-12-14T15:30:00,16,1. FSV Mainz 05,0,0,Borussia Mönchengladbach,2013
2013-12-14T15:30:00,16,FC Augsburg,4,1,Eintracht Braunschweig,2013
2013-12-14T18:30:00,16,VfL Wolfsburg,3,1,VfB Stuttgart,2013
2013-12-15T15:30:00,16,FC Schalke 04,2,0,SC Freiburg,2013
2013-12-15T17:30:00,16,Bayer Leverkusen,0,1,Eintracht Frankfurt,2013
2013-12-20T20:30:00,17,Eintracht Frankfurt,1,1,FC Augsburg,2013
2013-12-21T15:30:00,17,BV Borussia Dortmund 09,1,2,Hertha BSC,2013
2013-12-21T15:30:00,17,Werder Bremen,1,0,Bayer Leverkusen,2013
2013-12-21T15:30:00,17,SC Freiburg,2,1,Hannover 96,2013
2013-12-21T15:30:00,17,Hamburger SV,2,3,1. FSV Mainz 05,2013
2013-12-21T15:30:00,17,Eintracht Braunschweig,1,0,TSG 1899 Hoffenheim,2013
2013-12-21T18:30:00,17,1. FC Nürnberg,0,0,FC Schalke 04,2013
2013-12-22T15:30:00,17,Borussia Mönchengladbach,2,2,VfL Wolfsburg,2013
2014-01-24T20:30:00,18,Borussia Mönchengladbach,0,2,FC Bayern München,2013
2014-01-25T15:30:00,18,BV Borussia Dortmund 09,2,2,FC Augsburg,2013
2014-01-25T15:30:00,18,VfB Stuttgart,1,2,1. FSV Mainz 05,2013
2014-01-25T15:30:00,18,VfL Wolfsburg,1,3,Hannover 96,2013
2014-01-25T15:30:00,18,1. FC Nürnberg,4,0,TSG 1899 Hoffenheim,2013
2014-01-25T15:30:00,18,SC Freiburg,3,2,Bayer Leverkusen,2013
2014-01-25T18:30:00,18,Eintracht Frankfurt,1,0,Hertha BSC,2013
2014-01-26T15:30:00,18,Werder Bremen,0,0,Eintracht Braunschweig,2013
2014-01-26T17:30:00,18,Hamburger SV,0,3,FC Schalke 04,2013
2014-01-29T20:00:00,17,VfB Stuttgart,1,2,FC Bayern München,2013
2014-01-31T20:30:00,19,Eintracht Braunschweig,1,2,BV Borussia Dortmund 09,2013
2014-02-01T15:30:00,19,FC Schalke 04,2,1,VfL Wolfsburg,2013
2014-02-01T15:30:00,19,Bayer Leverkusen,2,1,VfB Stuttgart,2013
2014-02-01T15:30:00,19,TSG 1899 Hoffenheim,3,0,Hamburger SV,2013
2014-02-01T15:30:00,19,1. FSV Mainz 05,2,0,SC Freiburg,2013
2014-02-01T15:30:00,19,FC Augsburg,3,1,Werder Bremen,2013
2014-02-01T18:30:00,19,Hannover 96,3,1,Borussia Mönchengladbach,2013
2014-02-02T15:30:00,19,Hertha BSC,1,3,1. FC Nürnberg,2013
2014-02-02T17:30:00,19,FC Bayern München,5,0,Eintracht Frankfurt,2013
2014-02-07T20:30:00,20,Borussia Mönchengladbach,0,1,Bayer Leverkusen,2013
2014-02-08T15:30:00,20,VfL Wolfsburg,3,0,1. FSV Mainz 05,2013
2014-02-08T15:30:00,20,Werder Bremen,1,5,BV Borussia Dortmund 09,2013
2014-02-08T15:30:00,20,1. FC Nürnberg,0,2,FC Bayern München,2013
2014-02-08T15:30:00,20,SC Freiburg,1,1,TSG 1899 Hoffenheim,2013
2014-02-08T15:30:00,20,Eintracht Frankfurt,3,0,Eintracht Braunschweig,2013
2014-02-08T18:30:00,20,Hamburger SV,0,3,Hertha BSC,2013
2014-02-09T15:30:00,20,VfB Stuttgart,1,4,FC Augsburg,2013
2014-02-09T17:30:00,20,FC Schalke 04,2,0,Hannover 96,2013
2014-02-14T20:30:00,21,1. FSV Mainz 05,2,0,Hannover 96,2013
2014-02-15T15:30:00,21,BV Borussia Dortmund 09,4,0,Eintracht Frankfurt,2013
2014-02-15T15:30:00,21,FC Bayern München,4,0,SC Freiburg,2013
2014-02-15T15:30:00,21,Werder Bremen,1,1,Borussia Mönchengladbach,2013
2014-02-15T15:30:00,21,TSG 1899 Hoffenheim,4,1,VfB Stuttgart,2013
2014-02-15T15:30:00,21,Eintracht Braunschweig,4,2,Hamburger SV,2013
2014-02-15T18:30:00,21,Bayer Leverkusen,1,2,FC Schalke 04,2013
2014-02-16T15:30:00,21,FC Augsburg,0,1,1. FC Nürnberg,2013
2014-02-16T17:30:00,21,Hertha BSC,1,2,VfL Wolfsburg,2013
2014-02-21T20:30:00,22,FC Schalke 04,0,0,1. FSV Mainz 05,2013
2014-02-22T15:30:00,22,Borussia Mönchengladbach,2,2,TSG 1899 Hoffenheim,2013
2014-02-22T15:30:00,22,VfB Stuttgart,1,2,Hertha BSC,2013
2014-02-22T15:30:00,22,1. FC Nürnberg,2,1,Eintracht Braunschweig,2013
2014-02-22T15:30:00,22,SC Freiburg,2,4,FC Augsburg,2013
2014-02-22T15:30:00,22,Hamburger SV,3,0,BV Borussia Dortmund 09,2013
2014-02-22T18:30:00,22,VfL Wolfsburg,3,1,Bayer Leverkusen,2013
2014-02-23T15:30:00,22,Eintracht Frankfurt,0,0,Werder Bremen,2013
2014-02-23T17:30:00,22,Hannover 96,0,4,FC Bayern München,2013
2014-02-28T20:30:00,23,Hertha BSC,0,0,SC Freiburg,2013
2014-03-01T15:30:00,23,BV Borussia Dortmund 09,3,0,1. FC Nürnberg,2013
2014-03-01T15:30:00,23,Bayer Leverkusen,0,1,1. FSV Mainz 05,2013
2014-03-01T15:30:00,23,Werder Bremen,1,0,Hamburger SV,2013
2014-03-01T15:30:00,23,FC Augsburg,1,1,Hannover 96,2013
2014-03-01T15:30:00,23,Eintracht Braunschweig,1,1,Borussia Mönchengladbach,2013
2014-03-01T18:30:00,23,FC Bayern München,5,1,FC Schalke 04,2013
2014-03-02T15:30:00,23,TSG 1899 Hoffenheim,6,2,VfL Wolfsburg,2013
2014-03-02T17:30:00,23,Eintracht Frankfurt,2,1,VfB Stuttgart,2013
2014-03-08T15:30:00,24,FC Schalke 04,4,0,TSG 1899 Hoffenheim,2013
2014-03-08T15:30:00,24,Borussia Mönchengladbach,1,2,FC Augsburg,2013
2014-03-08T15:30:00,24,VfB Stuttgart,2,2,Eintracht Braunschweig,2013
2014-03-08T15:30:00,24,Hannover 96,1,1,Bayer Leverkusen,2013
2014-03-08T15:30:00,24,VfL Wolfsburg,1,6,FC Bayern München,2013
2014-03-08T15:30:00,24,Hamburger SV,1,1,Eintracht Frankfurt,2013
2014-03-08T18:30:00,24,1. FC Nürnberg,0,2,Werder Bremen,2013
2014-03-09T15:30:00,24,SC Freiburg,0,1,BV Borussia Dortmund 09,2013
2014-03-09T17:30:00,24,1. FSV Mainz 05,1,1,Hertha BSC,2013
2014-03-14T20:30:00,25,FC Augsburg,1,2,FC Schalke 04,2013
2014-03-15T15:30:00,25,BV Borussia Dortmund 09,1,2,Borussia Mönchengladbach,2013
2014-03-15T15:30:00,25,Werder Bremen,1,1,VfB Stuttgart,2013
2014-03-15T15:30:00,25,TSG 1899 Hoffenheim,2,4,1. FSV Mainz 05,2013
2014-03-15T15:30:00,25,Eintracht Braunschweig,1,1,VfL Wolfsburg,2013
2014-03-15T15:30:00,25,Hertha BSC,0,3,Hannover 96,2013
2014-03-15T18:30:00,25,FC Bayern München,2,1,Bayer Leverkusen,2013
2014-03-16T15:30:00,25,Hamburger SV,2,1,1. FC Nürnberg,2013
2014-03-16T17:30:00,25,Eintracht Frankfurt,1,4,SC Freiburg,2013
2014-03-21T20:30:00,26,SC Freiburg,3,1,Werder Bremen,2013
2014-03-22T15:30:00,26,FC Schalke 04,3,1,Eintracht Braunschweig,2013
2014-03-22T15:30:00,26,VfB Stuttgart,1,0,Hamburger SV,2013
2014-03-22T15:30:00,26,Hannover 96,0,3,BV Borussia Dortmund 09,2013
