date_time,matchday,home_team,home_score,guest_score,guest_team,season
2009-04-05T17:00:00,26,Werder Bremen,4,1,Hannover 96,2008
2009-04-05T17:00:00,26,Karlsruher SC,0,0,Borussia Mönchengladbach,2008
2009-04-11T15:30:00,27,Borussia Mönchengladbach,1,2,VfL Wolfsburg,2008
2009-04-11T15:30:00,27,FC Bayern München,4,0,Eintracht Frankfurt,2008
2009-04-11T15:30:00,27,Hannover 96,2,0,Hertha BSC,2008
2009-04-11T15:30:00,27,FC Schalke 04,2,0,Karlsruher SC,2008
2009-04-11T15:30:00,27,TSG 1899 Hoffenheim,0,3,VfL Bochum,2008
2009-04-11T15:30:00,27,Energie Cottbus,2,1,Arminia Bielefeld,2008
2009-04-11T15:30:00,27,BV Borussia Dortmund 09,3,1,1. FC Köln,2008
2009-04-12T17:00:00,27,Bayer Leverkusen,1,1,Werder Bremen,2008
2009-04-12T17:00:00,27,VfB Stuttgart,1,0,Hamburger SV,2008
2009-04-17T20:30:00,28,FC Schalke 04,4,0,Energie Cottbus,2008
2009-04-18T15:30:00,28,Arminia Bielefeld,0,1,FC Bayern München,2008
2009-04-18T15:30:00,28,1. FC Köln,0,3,VfB Stuttgart,2008
2009-04-18T15:30:00,28,VfL Wolfsburg,2,1,Bayer Leverkusen,2008
2009-04-18T15:30:00,28,VfL Bochum,0,2,BV Borussia Dortmund 09,2008
2009-04-18T15:30:00,28,Eintracht Frankfurt,4,1,Borussia Mönchengladbach,2008
2009-04-18T15:30:00,28,Karlsruher SC,2,2,TSG 1899 Hoffenheim,2008
2009-04-19T17:00:00,28,Hertha BSC,2,1,Werder Bremen,2008
2009-04-19T17:00:00,28,Hamburger SV,2,1,Hannover 96,2008
2009-04-24T20:30:00,29,TSG 1899 Hoffenheim,0,1,Hertha BSC,2008
2009-04-25T15:30:00,29,FC Bayern München,0,1,FC Schalke 04,2008
2009-04-25T15:30:00,29,BV Borussia Dortmund 09,2,0,Hamburger SV,2008
2009-04-25T15:30:00,29,VfB Stuttgart,2,0,Eintracht Frankfurt,2008
2009-04-25T15:30:00,29,Bayer Leverkusen,0,1,Karlsruher SC,2008
2009-04-25T15:30:00,29,Werder Bremen,3,2,VfL Bochum,2008
2009-04-25T15:30:00,29,Hannover 96,2,1,1. FC Köln,2008
2009-04-26T17:00:00,29,Energie Cottbus,2,0,VfL Wolfsburg,2008
2009-04-26T17:00:00,29,Borussia Mönchengladbach,1,1,Arminia Bielefeld,2008
2009-05-01T20:30:00,30,VfL Bochum,0,2,Hannover 96,2008
2009-05-02T15:30:00,30,Arminia Bielefeld,2,2,VfB Stuttgart,2008
2009-05-02T15:30:00,30,FC Schalke 04,1,2,Bayer Leverkusen,2008
2009-05-02T15:30:00,30,Eintracht Frankfurt,0,2,BV Borussia Dortmund 09,2008
2009-05-02T15:30:00,30,Karlsruher SC,0,0,Energie Cottbus,2008
2009-05-02T15:30:00,30,FC Bayern München,2,1,Borussia Mönchengladbach,2008
2009-05-02T15:30:00,30,VfL Wolfsburg,4,0,TSG 1899 Hoffenheim,2008
2009-05-03T17:00:00,30,1. FC Köln,1,0,Werder Bremen,2008
2009-05-03T17:00:00,30,Hamburger SV,1,1,Hertha BSC,2008
2009-05-08T21:00:00,31,Bayer Leverkusen,2,2,Arminia Bielefeld,2008
2009-05-09T15:30:00,31,Energie Cottbus,1,3,FC Bayern München,2008
2009-05-09T15:30:00,31,VfB Stuttgart,4,1,VfL Wolfsburg,2008
2009-05-09T15:30:00,31,Hannover 96,1,1,Eintracht Frankfurt,2008
2009-05-09T15:30:00,31,BV Borussia Dortmund 09,4,0,Karlsruher SC,2008
2009-05-09T15:30:00,31,Hertha BSC,2,0,VfL Bochum,2008
2009-05-09T15:30:00,31,TSG 1899 Hoffenheim,2,0,1. FC Köln,2008
2009-05-10T17:00:00,31,Borussia Mönchengladbach,1,0,FC Schalke 04,2008
2009-05-10T17:00:00,31,Werder Bremen,2,0,Hamburger SV,2008
2009-05-12T20:00:00,32,FC Bayern München,3,0,Bayer Leverkusen,2008
2009-05-12T20:00:00,32,Karlsruher SC,2,3,Hannover 96,2008
2009-05-12T20:00:00,32,1. FC Köln,1,2,Hertha BSC,2008
2009-05-12T20:00:00,32,VfL Wolfsburg,3,0,BV Borussia Dortmund 09,2008
2009-05-13T20:00:00,32,Eintracht Frankfurt,0,5,Werder Bremen,2008
2009-05-13T20:00:00,32,FC Schalke 04,1,2,VfB Stuttgart,2008
2009-05-13T20:00:00,32,Hamburger SV,3,1,VfL Bochum,2008
2009-05-13T20:00:00,32,Energie Cottbus,0,1,Borussia Mönchengladbach,2008
2009-05-13T20:00:00,32,Arminia Bielefeld,0,2,TSG 1899 Hoffenheim,2008
2009-05-16T15:30:00,33,TSG 1899 Hoffenheim,2,2,FC Bayern München,2008
2009-05-16T15:30:00,33,Hertha BSC,0,0,FC Schalke 04,2008
2009-05-16T15:30:00,33,Hannover 96,0,5,VfL Wolfsburg,2008
2009-05-16T15:30:00,33,VfL Bochum,2,0,Eintracht Frankfurt,2008
2009-05-16T15:30:00,33,Werder Bremen,1,3,Karlsruher SC,2008
2009-05-16T15:30:00,33,VfB Stuttgart,2,0,Energie Cottbus,2008
2009-05-16T15:30:00,33,BV Borussia Dortmund 09,6,0,Arminia Bielefeld,2008
2009-05-16T15:30:00,33,Bayer Leverkusen,5,0,Borussia Mönchengladbach,2008
2009-05-16T15:30:00,33,Hamburger SV,0,1,1. FC Köln,2008
2009-05-23T15:30:00,34,VfL Wolfsburg,5,1,Werder Bremen,2008
2009-05-23T15:30:00,34,Eintracht Frankfurt,2,3,Hamburger SV,2008
2009-05-23T15:30:00,34,FC Bayern München,2,1,VfB Stuttgart,2008
2009-05-23T15:30:00,34,Energie Cottbus,3,0,Bayer Leverkusen,2008
2009-05-23T15:30:00,34,Arminia Bielefeld,2,2,Hannover 96,2008
2009-05-23T15:30:00,34,Karlsruher SC,4,0,Hertha BSC,2008
2009-05-23T15:30:00,34,1. FC Köln,1,1,VfL Bochum,2008
2009-05-23T15:30:00,34,Borussia Mönchengladbach,1,1,BV Borussia Dortmund 09,2008
2009-05-23T15:30:00,34,FC Schalke 04,2,3,TSG 1899 Hoffenheim,2008
2009-05-28T18:00:00,35,Energie Cottbus,0,3,1. FC Nürnberg,2008
2009-05-31T15:30:00,36,1. FC Nürnberg,2,0,Energie Cottbus,2008
2009-08-07T20:30:00,1,VfL Wolfsburg,2,0,VfB Stuttgart,2009
2009-08-08T15:30:00,1,BV Borussia Dortmund 09,1,0,1. FC Köln,2009
2009-08-08T15:30:00,1,1. FC Nürnberg,1,2,FC Schalke 04,2009
2009-08-08T15:30:00,1,Werder Bremen,2,3,Eintracht Frankfurt,2009
2009-08-08T15:30:00,1,Hertha BSC,1,0,Hannover 96,2009
2009-08-08T15:30:00,1,1. FSV Mainz 05,2,2,Bayer Leverkusen,2009
2009-08-08T18:30:00,1,TSG 1899 Hoffenheim,1,1,FC Bayern München,2009
2009-08-09T15:30:00,1,VfL Bochum,3,3,Borussia Mönchengladbach,2009
2009-08-09T17:30:00,1,SC Freiburg,1,1,Hamburger SV,2009
2009-08-15T15:30:00,2,FC Bayern München,1,1,Werder Bremen,2009
2009-08-15T15:30:00,2,VfB Stuttgart,4,2,SC Freiburg,2009
2009-08-15T15:30:00,2,Hamburger SV,4,1,BV Borussia Dortmund 09,2009
2009-08-15T15:30:00,2,Bayer Leverkusen,1,0,TSG 1899 Hoffenheim,2009
2009-08-15T15:30:00,2,Hannover 96,1,1,1. FSV Mainz 05,2009
2009-08-15T15:30:00,2,Eintracht Frankfurt,1,1,1. FC Nürnberg,2009
2009-08-15T18:30:00,2,1. FC Köln,1,3,VfL Wolfsburg,2009
2009-08-16T15:30:00,2,Borussia Mönchengladbach,2,1,Hertha BSC,2009
2009-08-16T17:30:00,2,FC Schalke 04,3,0,VfL Bochum,2009
2009-08-21T20:30:00,3,TSG 1899 Hoffenheim,0,0,FC Schalke 04,2009
2009-08-22T15:30:00,3,BV Borussia Dortmund 09,1,1,VfB Stuttgart,2009
2009-08-22T15:30:00,3,1. FC Köln,0,0,Eintracht Frankfurt,2009
2009-08-22T15:30:00,3,SC Freiburg,0,5,Bayer Leverkusen,2009
2009-08-22T15:30:00,3,1. FSV Mainz 05,2,1,FC Bayern München,2009
2009-08-22T15:30:00,3,1. FC Nürnberg,0,2,Hannover 96,2009
2009-08-23T15:30:00,3,VfL Bochum,1,0,Hertha BSC,2009
2009-08-23T17:30:00,3,VfL Wolfsburg,2,4,Hamburger SV,2009
2009-08-23T17:30:00,3,Werder Bremen,3,0,Borussia Mönchengladbach,2009
2009-08-28T20:30:00,4,Borussia Mönchengladbach,2,0,1. FSV Mainz 05,2009
2009-08-29T15:30:00,4,VfB Stuttgart,0,0,1. FC Nürnberg,2009
2009-08-29T15:30:00,4,FC Schalke 04,0,1,SC Freiburg,2009
2009-08-29T15:30:00,4,Bayer Leverkusen,2,1,VfL Bochum,2009
2009-08-29T15:30:00,4,Hannover 96,0,1,TSG 1899 Hoffenheim,2009
2009-08-29T15:30:00,4,Eintracht Frankfurt,1,1,BV Borussia Dortmund 09,2009
2009-08-29T18:30:00,4,FC Bayern München,3,0,VfL Wolfsburg,2009
2009-08-30T15:30:00,4,Hertha BSC,2,3,Werder Bremen,2009
2009-08-30T17:30:00,4,Hamburger SV,3,1,1. FC Köln,2009
2009-09-12T15:30:00,5,VfL Wolfsburg,2,3,Bayer Leverkusen,2009
2009-09-12T15:30:00,5,BV Borussia Dortmund 09,1,5,FC Bayern München,2009
2009-09-12T15:30:00,5,TSG 1899 Hoffenheim,3,0,VfL Bochum,2009
2009-09-12T15:30:00,5,SC Freiburg,0,2,Eintracht Frankfurt,2009
2009-09-12T15:30:00,5,1. FSV Mainz 05,2,1,Hertha BSC,2009
2009-09-12T15:30:00,5,1. FC Nürnberg,1,0,Borussia Mönchengladbach,2009
2009-09-12T18:30:00,5,Hamburger SV,3,1,VfB Stuttgart,2009
2009-09-13T15:30:00,5,Werder Bremen,0,0,Hannover 96,2009
2009-09-13T17:30:00,5,1. FC Köln,1,2,FC Schalke 04,2009
2009-09-18T20:30:00,6,FC Schalke 04,1,2,VfL Wolfsburg,2009
2009-09-19T15:30:00,6,FC Bayern München,2,1,1. FC Nürnberg,2009
2009-09-19T15:30:00,6,VfB Stuttgart,0,2,1. FC Köln,2009
2009-09-19T15:30:00,6,Hannover 96,1,1,BV Borussia Dortmund 09,2009
2009-09-19T15:30:00,6,VfL Bochum,2,3,1. FSV Mainz 05,2009
2009-09-19T15:30:00,6,Borussia Mönchengladbach,2,4,TSG 1899 Hoffenheim,2009
2009-09-20T15:30:00,6,Eintracht Frankfurt,1,1,Hamburger SV,2009
2009-09-20T17:30:00,6,Hertha BSC,0,4,SC Freiburg,2009
2009-09-20T17:30:00,6,Bayer Leverkusen,0,0,Werder Bremen,2009
2009-09-25T20:30:00,7,1. FC Nürnberg,0,1,VfL Bochum,2009
2009-09-26T15:30:00,7,VfL Wolfsburg,4,2,Hannover 96,2009
2009-09-26T15:30:00,7,BV Borussia Dortmund 09,0,1,FC Schalke 04,2009
2009-09-26T15:30:00,7,Werder Bremen,3,0,1. FSV Mainz 05,2009
2009-09-26T15:30:00,7,1. FC Köln,0,1,Bayer Leverkusen,2009
2009-09-26T15:30:00,7,Eintracht Frankfurt,0,3,VfB Stuttgart,2009
2009-09-26T18:30:00,7,Hamburger SV,1,0,FC Bayern München,2009
2009-09-27T15:30:00,7,SC Freiburg,3,0,Borussia Mönchengladbach,2009
2009-09-27T17:30:00,7,TSG 1899 Hoffenheim,5,1,Hertha BSC,2009
2009-10-02T20:30:00,8,FC Schalke 04,2,0,Eintracht Frankfurt,2009
2009-10-03T15:30:00,8,FC Bayern München,0,0,1. FC Köln,2009
2009-10-03T15:30:00,8,Bayer Leverkusen,4,0,1. FC Nürnberg,2009
2009-10-03T15:30:00,8,Hannover 96,5,2,SC Freiburg,2009
2009-10-03T15:30:00,8,VfL Bochum,1,1,VfL Wolfsburg,2009
2009-10-03T15:30:00,8,1. FSV Mainz 05,2,1,TSG 1899 Hoffenheim,2009
2009-10-03T18:30:00,8,Borussia Mönchengladbach,0,1,BV Borussia Dortmund 09,2009
2009-10-04T15:30:00,8,VfB Stuttgart,0,2,Werder Bremen,2009
2009-10-04T17:30:00,8,Hertha BSC,1,3,Hamburger SV,2009
2009-10-17T15:30:00,9,VfB Stuttgart,1,2,FC Schalke 04,2009
2009-10-17T15:30:00,9,Werder Bremen,2,0,TSG 1899 Hoffenheim,2009
2009-10-17T15:30:00,9,1. FC Köln,1,0,1. FSV Mainz 05,2009
2009-10-17T15:30:00,9,Eintracht Frankfurt,2,1,Hannover 96,2009
2009-10-17T15:30:00,9,SC Freiburg,1,2,FC Bayern München,2009
2009-10-17T15:30:00,9,1. FC Nürnberg,3,0,Hertha BSC,2009
2009-10-17T18:30:00,9,Hamburger SV,0,0,Bayer Leverkusen,2009
2009-10-18T15:30:00,9,VfL Wolfsburg,2,1,Borussia Mönchengladbach,2009
2009-10-18T17:30:00,9,BV Borussia Dortmund 09,2,0,VfL Bochum,2009
2009-10-23T20:30:00,10,Bayer Leverkusen,1,1,BV Borussia Dortmund 09,2009
2009-10-24T15:30:00,10,FC Bayern München,2,1,Eintracht Frankfurt,2009
2009-10-24T15:30:00,10,TSG 1899 Hoffenheim,3,0,1. FC Nürnberg,2009
2009-10-24T15:30:00,10,Hannover 96,1,0,VfB Stuttgart,2009
2009-10-24T15:30:00,10,Borussia Mönchengladbach,0,0,1. FC Köln,2009
2009-10-24T15:30:00,10,1. FSV Mainz 05,3,0,SC Freiburg,2009
2009-10-25T15:30:00,10,Hertha BSC,0,0,VfL Wolfsburg,2009
2009-10-25T17:30:00,10,FC Schalke 04,3,3,Hamburger SV,2009
2009-10-25T17:30:00,10,VfL Bochum,1,4,Werder Bremen,2009
2009-10-30T20:30:00,11,BV Borussia Dortmund 09,2,0,Hertha BSC,2009
2009-10-31T15:30:00,11,VfL Wolfsburg,3,3,1. FSV Mainz 05,2009
2009-10-31T15:30:00,11,VfB Stuttgart,0,0,FC Bayern München,2009
2009-10-31T15:30:00,11,Hamburger SV,2,3,Borussia Mönchengladbach,2009
2009-10-31T15:30:00,11,1. FC Köln,0,1,Hannover 96,2009
2009-10-31T15:30:00,11,1. FC Nürnberg,2,2,Werder Bremen,2009
2009-10-31T18:30:00,11,FC Schalke 04,2,2,Bayer Leverkusen,2009
2009-11-01T15:30:00,11,SC Freiburg,0,1,TSG 1899 Hoffenheim,2009
2009-11-01T17:30:00,11,Eintracht Frankfurt,2,1,VfL Bochum,2009
2009-11-06T20:30:00,12,Bayer Leverkusen,4,0,Eintracht Frankfurt,2009
2009-11-07T15:30:00,12,FC Bayern München,1,1,FC Schalke 04,2009
2009-11-07T15:30:00,12,TSG 1899 Hoffenheim,1,2,VfL Wolfsburg,2009
2009-11-07T15:30:00,12,VfL Bochum,1,2,SC Freiburg,2009
2009-11-07T15:30:00,12,Borussia Mönchengladbach,0,0,VfB Stuttgart,2009
2009-11-07T15:30:00,12,1. FSV Mainz 05,1,0,1. FC Nürnberg,2009
2009-11-08T15:30:00,12,Hannover 96,2,2,Hamburger SV,2009
2009-11-08T17:30:00,12,Hertha BSC,0,1,1. FC Köln,2009
2009-11-08T17:30:00,12,Werder Bremen,1,1,BV Borussia Dortmund 09,2009
2009-11-21T15:30:00,13,VfL Wolfsburg,2,3,1. FC Nürnberg,2009
2009-11-21T15:30:00,13,VfB Stuttgart,1,1,Hertha BSC,2009
2009-11-21T15:30:00,13,FC Schalke 04,2,0,Hannover 96,2009
2009-11-21T15:30:00,13,1. FC Köln,0,4,TSG 1899 Hoffenheim,2009
2009-11-21T15:30:00,13,Eintracht Frankfurt,1,2,Borussia Mönchengladbach,2009
2009-11-21T15:30:00,13,SC Freiburg,0,6,Werder Bremen,2009
2009-11-21T18:30:00,13,BV Borussia Dortmund 09,0,0,1. FSV Mainz 05,2009
2009-11-22T15:30:00,13,FC Bayern München,1,1,Bayer Leverkusen,2009
2009-11-22T17:30:00,13,Hamburger SV,0,1,VfL Bochum,2009
2009-11-27T20:30:00,14,VfL Bochum,0,0,1. FC Köln,2009
2009-11-28T15:30:00,14,Hertha BSC,1,3,Eintracht Frankfurt,2009
2009-11-28T15:30:00,14,TSG 1899 Hoffenheim,1,2,BV Borussia Dortmund 09,2009
2009-11-28T15:30:00,14,Werder Bremen,2,2,VfL Wolfsburg,2009
2009-11-28T15:30:00,14,1. FSV Mainz 05,1,1,Hamburger SV,2009
2009-11-28T15:30:00,14,1. FC Nürnberg,0,1,SC Freiburg,2009
2009-11-28T18:30:00,14,Borussia Mönchengladbach,1,0,FC Schalke 04,2009
2009-11-29T15:30:00,14,Bayer Leverkusen,4,0,VfB Stuttgart,2009
2009-11-29T17:30:00,14,Hannover 96,0,3,FC Bayern München,2009
2009-12-04T20:30:00,15,FC Bayern München,2,1,Borussia Mönchengladbach,2009
2009-12-05T15:30:00,15,VfL Wolfsburg,2,2,SC Freiburg,2009
2009-12-05T15:30:00,15,VfB Stuttgart,1,1,VfL Bochum,2009
2009-12-05T15:30:00,15,Hamburger SV,0,0,TSG 1899 Hoffenheim,2009
2009-12-05T15:30:00,15,BV Borussia Dortmund 09,4,0,1. FC Nürnberg,2009
2009-12-05T15:30:00,15,Hannover 96,0,0,Bayer Leverkusen,2009
2009-12-05T18:30:00,15,Eintracht Frankfurt,2,0,1. FSV Mainz 05,2009
2009-12-06T15:30:00,15,1. FC Köln,0,0,Werder Bremen,2009
2009-12-06T17:30:00,15,FC Schalke 04,2,0,Hertha BSC,2009
2009-12-11T20:30:00,16,Hertha BSC,2,2,Bayer Leverkusen,2009
2009-12-12T15:30:00,16,TSG 1899 Hoffenheim,1,1,Eintracht Frankfurt,2009
2009-12-12T15:30:00,16,VfL Bochum,1,5,FC Bayern München,2009
2009-12-12T15:30:00,16,Borussia Mönchengladbach,5,3,Hannover 96,2009
2009-12-12T15:30:00,16,SC Freiburg,0,0,1. FC Köln,2009
2009-12-12T15:30:00,16,1. FC Nürnberg,0,4,Hamburger SV,2009
2009-12-12T18:30:00,16,Werder Bremen,0,2,FC Schalke 04,2009
2009-12-13T15:30:00,16,1. FSV Mainz 05,1,1,VfB Stuttgart,2009
2009-12-13T17:30:00,16,VfL Wolfsburg,1,3,BV Borussia Dortmund 09,2009
2009-12-18T20:30:00,17,FC Schalke 04,1,0,1. FSV Mainz 05,2009
2009-12-19T15:30:00,17,FC Bayern München,5,2,Hertha BSC,2009
2009-12-19T15:30:00,17,BV Borussia Dortmund 09,1,0,SC Freiburg,2009
2009-12-19T15:30:00,17,Bayer Leverkusen,3,2,Borussia Mönchengladbach,2009
2009-12-19T15:30:00,17,Hannover 96,2,3,VfL Bochum,2009
2009-12-19T15:30:00,17,Eintracht Frankfurt,2,2,VfL Wolfsburg,2009
2009-12-19T18:30:00,17,VfB Stuttgart,3,1,TSG 1899 Hoffenheim,2009
2009-12-20T15:30:00,17,Hamburger SV,2,1,Werder Bremen,2009
2009-12-20T17:30:00,17,1. FC Köln,3,0,1. FC Nürnberg,2009
2010-01-15T20:30:00,18,FC Bayern München,2,0,TSG 1899 Hoffenheim,2009
2010-01-16T15:30:00,18,Hannover 96,0,3,Hertha BSC,2009
2010-01-16T15:30:00,18,Eintracht Frankfurt,1,0,Werder Bremen,2009
2010-01-16T15:30:00,18,Borussia Mönchengladbach,1,2,VfL Bochum,2009
2010-01-16T15:30:00,18,Hamburger SV,2,0,SC Freiburg,2009
2010-01-16T15:30:00,18,Bayer Leverkusen,4,2,1. FSV Mainz 05,2009
2010-01-16T18:30:00,18,VfB Stuttgart,3,1,VfL Wolfsburg,2009
2010-01-17T15:30:00,18,FC Schalke 04,1,0,1. FC Nürnberg,2009
2010-01-17T17:30:00,18,1. FC Köln,2,3,BV Borussia Dortmund 09,2009
2010-01-22T20:30:00,19,SC Freiburg,0,1,VfB Stuttgart,2009
2010-01-23T15:30:00,19,Werder Bremen,2,3,FC Bayern München,2009
2010-01-23T15:30:00,19,VfL Bochum,2,2,FC Schalke 04,2009
2010-01-23T15:30:00,19,1. FSV Mainz 05,1,0,Hannover 96,2009
2010-01-23T15:30:00,19,1. FC Nürnberg,1,1,Eintracht Frankfurt,2009
2010-01-23T15:30:00,19,Hertha BSC,0,0,Borussia Mönchengladbach,2009
2010-01-23T18:30:00,19,BV Borussia Dortmund 09,1,0,Hamburger SV,2009
2010-01-24T15:30:00,19,VfL Wolfsburg,2,3,1. FC Köln,2009
2010-01-24T17:30:00,19,TSG 1899 Hoffenheim,0,3,Bayer Leverkusen,2009
2010-01-29T20:30:00,20,Hamburger SV,1,1,VfL Wolfsburg,2009
2010-01-30T15:30:00,20,Borussia Mönchengladbach,4,3,Werder Bremen,2009
2010-01-30T15:30:00,20,Eintracht Frankfurt,1,2,1. FC Köln,2009
2010-01-30T15:30:00,20,Hertha BSC,0,0,VfL Bochum,2009
2010-01-30T15:30:00,20,FC Bayern München,3,0,1. FSV Mainz 05,2009
2010-01-30T15:30:00,20,Hannover 96,1,3,1. FC Nürnberg,2009
2010-01-30T18:30:00,20,FC Schalke 04,2,0,TSG 1899 Hoffenheim,2009
2010-01-31T15:30:00,20,VfB Stuttgart,4,1,BV Borussia Dortmund 09,2009
2010-01-31T17:30:00,20,Bayer Leverkusen,3,1,SC Freiburg,2009
2010-02-05T20:30:00,21,Werder Bremen,2,1,Hertha BSC,2009
2010-02-06T15:30:00,21,VfL Wolfsburg,1,3,FC Bayern München,2009
2010-02-06T15:30:00,21,1. FC Köln,3,3,Hamburger SV,2009
2010-02-06T15:30:00,21,SC Freiburg,0,0,FC Schalke 04,2009
2010-02-06T15:30:00,21,VfL Bochum,1,1,Bayer Leverkusen,2009
2010-02-06T15:30:00,21,TSG 1899 Hoffenheim,2,1,Hannover 96,2009
2010-02-06T18:30:00,21,1. FC Nürnberg,1,2,VfB Stuttgart,2009
2010-02-07T15:30:00,21,1. FSV Mainz 05,1,0,Borussia Mönchengladbach,2009
2010-02-07T17:30:00,21,BV Borussia Dortmund 09,2,3,Eintracht Frankfurt,2009
2010-02-12T20:30:00,22,Borussia Mönchengladbach,2,1,1. FC Nürnberg,2009
2010-02-13T15:30:00,22,Bayer Leverkusen,2,1,VfL Wolfsburg,2009
2010-02-13T15:30:00,22,VfB Stuttgart,1,3,Hamburger SV,2009
2010-02-13T15:30:00,22,VfL Bochum,2,1,TSG 1899 Hoffenheim,2009
2010-02-13T15:30:00,22,Hannover 96,1,5,Werder Bremen,2009
2010-02-13T15:30:00,22,Hertha BSC,1,1,1. FSV Mainz 05,2009
2010-02-13T18:30:00,22,FC Bayern München,3,1,BV Borussia Dortmund 09,2009
2010-02-14T15:30:00,22,FC Schalke 04,2,0,1. FC Köln,2009
2010-02-14T17:30:00,22,Eintracht Frankfurt,2,1,SC Freiburg,2009
2010-02-19T20:30:00,23,TSG 1899 Hoffenheim,2,2,Borussia Mönchengladbach,2009
2010-02-20T15:30:00,23,1. FC Nürnberg,1,1,FC Bayern München,2009
2010-02-20T15:30:00,23,1. FC Köln,1,5,VfB Stuttgart,2009
2010-02-20T15:30:00,23,BV Borussia Dortmund 09,4,1,Hannover 96,2009
2010-02-20T15:30:00,23,Hamburger SV,0,0,Eintracht Frankfurt,2009
2010-02-20T15:30:00,23,1. FSV Mainz 05,0,0,VfL Bochum,2009
2010-02-21T15:30:00,23,SC Freiburg,0,3,Hertha BSC,2009
2010-02-21T17:30:00,23,VfL Wolfsburg,2,1,FC Schalke 04,2009
2010-02-21T17:30:00,23,Werder Bremen,2,2,Bayer Leverkusen,2009
2010-02-26T20:30:00,24,FC Schalke 04,2,1,BV Borussia Dortmund 09,2009
2010-02-27T15:30:00,24,Hertha BSC,0,2,TSG 1899 Hoffenheim,2009
2010-02-27T15:30:00,24,1. FSV Mainz 05,1,2,Werder Bremen,2009
2010-02-27T15:30:00,24,VfB Stuttgart,2,1,Eintracht Frankfurt,2009
2010-02-27T15:30:00,24,Borussia Mönchengladbach,1,1,SC Freiburg,2009
2010-02-27T15:30:00,24,VfL Bochum,0,0,1. FC Nürnberg,2009
2010-02-27T18:30:00,24,Bayer Leverkusen,0,0,1. FC Köln,2009
2010-02-28T15:30:00,24,Hannover 96,0,1,VfL Wolfsburg,2009
2010-02-28T17:30:00,24,FC Bayern München,1,0,Hamburger SV,2009
2010-03-06T15:30:00,25,1. FC Köln,1,1,FC Bayern München,2009
2010-03-06T15:30:00,25,Werder Bremen,2,2,VfB Stuttgart,2009
2010-03-06T15:30:00,25,Hamburger SV,1,0,Hertha BSC,2009
2010-03-06T15:30:00,25,Eintracht Frankfurt,1,4,FC Schalke 04,2009
2010-03-06T15:30:00,25,SC Freiburg,1,2,Hannover 96,2009
2010-03-06T15:30:00,25,VfL Wolfsburg,4,1,VfL Bochum,2009
2010-03-06T18:30:00,25,BV Borussia Dortmund 09,3,0,Borussia Mönchengladbach,2009
2010-03-07T15:30:00,25,1. FC Nürnberg,3,2,Bayer Leverkusen,2009
2010-03-07T17:30:00,25,TSG 1899 Hoffenheim,0,1,1. FSV Mainz 05,2009
2010-03-12T20:30:00,26,FC Schalke 04,2,1,VfB Stuttgart,2009
2010-03-13T15:30:00,26,Borussia Mönchengladbach,0,4,VfL Wolfsburg,2009
2010-03-13T15:30:00,26,VfL Bochum,1,4,BV Borussia Dortmund 09,2009
2010-03-13T15:30:00,26,1. FSV Mainz 05,1,0,1. FC Köln,2009
2010-03-13T15:30:00,26,Hannover 96,2,1,Eintracht Frankfurt,2009
2010-03-13T15:30:00,26,Hertha BSC,1,2,1. FC Nürnberg,2009
2010-03-13T18:30:00,26,FC Bayern München,2,1,SC Freiburg,2009
2010-03-14T15:30:00,26,TSG 1899 Hoffenheim,0,1,Werder Bremen,2009
2010-03-14T17:30:00,26,Bayer Leverkusen,4,2,Hamburger SV,2009
2010-03-19T20:30:00,27,1. FC Köln,1,1,Borussia Mönchengladbach,2009
2010-03-20T15:30:00,27,Eintracht Frankfurt,2,1,FC Bayern München,2009
2010-03-20T15:30:00,27,1. FC Nürnberg,0,0,TSG 1899 Hoffenheim,2009
2010-03-20T15:30:00,27,VfB Stuttgart,2,0,Hannover 96,2009
2010-03-20T15:30:00,27,Werder Bremen,3,2,VfL Bochum,2009
2010-03-20T15:30:00,27,SC Freiburg,1,0,1. FSV Mainz 05,2009
2010-03-20T18:30:00,27,BV Borussia Dortmund 09,3,0,Bayer Leverkusen,2009
2010-03-21T15:30:00,27,Hamburger SV,2,2,FC Schalke 04,2009
2010-03-21T17:30:00,27,VfL Wolfsburg,1,5,Hertha BSC,2009
2010-03-26T20:30:00,28,VfL Bochum,1,2,Eintracht Frankfurt,2009
2010-03-27T15:30:00,28,1. FSV Mainz 05,0,2,VfL Wolfsburg,2009
2010-03-27T15:30:00,28,FC Bayern München,1,2,VfB Stuttgart,2009
2010-03-27T15:30:00,28,Hertha BSC,0,0,BV Borussia Dortmund 09,2009
2010-03-27T15:30:00,28,Hannover 96,1,4,1. FC Köln,2009
2010-03-27T15:30:00,28,Werder Bremen,4,2,1. FC Nürnberg,2009
2010-03-27T18:30:00,28,Bayer Leverkusen,0,2,FC Schalke 04,2009
2010-03-28T15:30:00,28,TSG 1899 Hoffenheim,1,1,SC Freiburg,2009
2010-03-28T17:30:00,28,Borussia Mönchengladbach,1,0,Hamburger SV,2009
2010-04-03T15:30:00,29,FC Schalke 04,1,2,FC Bayern München,2009
2010-04-03T15:30:00,29,Eintracht Frankfurt,3,2,Bayer Leverkusen,2009
2010-04-03T15:30:00,29,BV Borussia Dortmund 09,2,1,Werder Bremen,2009
2010-04-03T15:30:00,29,SC Freiburg,1,1,VfL Bochum,2009
